locale	lat	lng	confirmed	deaths	recovered	lastUpdated	yesterdayConfirmed	deltaPct	newCases	newRecovered	newDeaths
Louisiana, US	31.1695	-91.8678	31815	2308	22608	2020-05-12 03:32:31	31600	0.0	215	2292	22
Rhode Island, US	41.6809	-71.5118	4706	150	244	2020-04-19 23:41:01	4491	4.0	215	27	13
Rhode Island, US	41.6809	-71.5118	12434	489	947	2020-05-17 02:32:37	12219	1.0	215	28	10
Rhode Island, US	41.6809	-71.5118	13571	556	1047	2020-05-22 02:36:57	13356	1.0	215	17	18
Utah, US	40.15	-111.8624	8921	106	5623	2020-05-29 02:32:58	8706	2.0	215	124	1
Iowa, US	42.0115	-93.2105	11671	252	5011	2020-05-10 02:32:34	11457	1.0	214	326	9
Missouri, US	38.4561	-92.2884	13298	774		2020-05-31 02:32:52	13084	1.0	214	0	44
Arizona, US	33.7298	-111.4312	4724	180	539	2020-04-18 22:32:47	4511	4.0	213	0	11
New Mexico, US	34.8405	-106.2485	8353	383	3013	2020-06-05 02:33:15	8140	2.0	213	53	8
South Carolina, US	33.8569	-80.945	6095	244	3252	2020-05-01 02:32:32	5882	3.0	213	0	13
Alabama, US	32.3182	-86.9023	6750	242		2020-04-29 02:32:33	6539	3.0	211	0	14
Arkansas, US	34.9697	-92.3731	2810	47	929	2020-04-25 06:32:46	2599	8.0	211	27	2
Colorado, US	39.0598	-105.3111	26774	1474	3954	2020-06-03 02:33:21	26563	0.0	211	35	16
Connecticut, US	41.5978	-72.7554	33765	3008	5413	2020-05-12 03:32:31	33554	0.0	211	0	41
Delaware, US	39.3185	-75.5071	6952	247	2942	2020-05-14 03:32:32	6741	3.0	211	140	10
Missouri, US	38.4561	-92.2884	6277	238		2020-04-22 23:40:26	6066	3.0	211	0	14
Colorado, US	39.0598	-105.3111	24174	1332	3640	2020-05-25 02:32:50	23964	0.0	210	28	5
Missouri, US	38.4561	-92.2884	7660	338		2020-04-30 02:32:31	7450	2.0	210	0	8
Rhode Island, US	41.6809	-71.5118	10989	418	772	2020-05-10 02:32:34	10779	1.0	210	42	19
Arizona, US	33.7298	-111.4312	4933	184	994	2020-04-19 23:41:01	4724	4.0	209	455	4
Minnesota, US	45.6945	-93.9002	3811	286	1842	2020-04-28 02:32:46	3602	5.0	209	68	14
Mississippi, US	32.7416	-89.6787	16769	803	11203	2020-06-06 02:33:09	16560	1.0	209	0	9
Kansas, US	38.5266	-96.7265	7159	180	376	2020-05-12 03:32:31	6951	2.0	208	5	6
Missouri, US	38.4561	-92.2884	5579	197		2020-04-18 22:32:47	5371	3.0	208	0	13
Washington, US	47.4009	-121.4905	17330	962		2020-05-13 03:32:30	17122	1.0	208	0	17
Wisconsin, US	44.2685	-89.6165	6289	300		2020-04-29 02:32:33	6081	3.0	208	0	19
Delaware, US	39.3185	-75.5071	2745	72	495	2020-04-20 23:36:47	2538	8.0	207	29	5
South Carolina, US	33.8569	-80.945	10623	466	6102	2020-05-28 02:32:37	10416	1.0	207	0	20
Wisconsin, US	44.2685	-89.6165	5052	258		2020-04-24 03:33:00	4845	4.0	207	0	10
Alabama, US	32.3182	-86.9023	7294	289	0	2020-05-02 02:32:31	7088	2.0	206	0	17
Michigan, US	43.3266	-84.5361	58241	5595	38099	2020-06-05 02:33:15	58035	0.0	206	0	25
New Mexico, US	34.8405	-106.2485	5069	208	1285	2020-05-12 03:32:31	4863	4.0	206	17	8
South Carolina, US	33.8569	-80.945	7142	316	3816	2020-05-08 02:32:36	6936	2.0	206	0	11
South Carolina, US	33.8569	-80.945	9381	416	5451	2020-05-22 02:36:57	9175	2.0	206	0	9
Mississippi, US	32.7416	-89.6787	4716	183		2020-04-21 23:40:34	4512	4.0	204	0	14
Washington, US	47.4009	-121.4905	12596	686		2020-04-22 23:40:26	12392	1.0	204	0	22
Connecticut, US	41.5978	-72.7554	41762	3868	7127	2020-05-30 02:32:55	41559	0.0	203	0	42
District of Columbia, US	38.8974	-77.0268	6102	311	879	2020-05-10 02:32:34	5899	3.0	203	54	7
Louisiana, US	31.1695	-91.8678	30855	2227	20316	2020-05-09 02:32:39	30652	0.0	203	0	19
Rhode Island, US	41.6809	-71.5118	12219	479	919	2020-05-16 02:32:24	12016	1.0	203	16	11
Utah, US	40.15	-111.8624	8260	97	4898	2020-05-24 02:32:48	8057	2.0	203	150	4
Utah, US	40.15	-111.8624	10202	113	6319	2020-06-03 02:33:21	9999	2.0	203	68	0
Colorado, US	39.0598	-105.3111	24754	1392	3741	2020-05-28 02:32:37	24552	0.0	202	39	40
Michigan, US	43.3266	-84.5361	54881	5241	33168	2020-05-26 02:32:41	54679	0.0	202	0	13
Missouri, US	38.4561	-92.2884	9323	428		2020-05-07 02:32:32	9121	2.0	202	0	19
New Mexico, US	34.8405	-106.2485	4493	172	1073	2020-05-08 02:32:36	4291	4.0	202	109	3
Utah, US	40.15	-111.8624	9999	113	6251	2020-06-02 02:33:16	9797	2.0	202	114	0
Washington, US	47.4009	-121.4905	13521	749		2020-04-27 02:32:46	13319	1.0	202	0	12
New Mexico, US	34.8405	-106.2485	1798	53	382	2020-04-18 22:32:47	1597	12.0	201	29	9
North Carolina, US	35.6301	-79.8064	11971	442	0	2020-05-05 02:32:38	11770	1.0	201	0	8
South Carolina, US	33.8569	-80.945	10096	435	5743	2020-05-25 02:32:50	9895	2.0	201	0	10
Louisiana, US	31.1695	-91.8678	29340	2012	17303	2020-05-04 02:32:32	29140	0.0	200	0	19
Washington, US	47.4009	-121.4905	18811	1031		2020-05-20 02:32:25	18611	1.0	200	0	29
Colorado, US	39.0598	-105.3111	26563	1458	3919	2020-06-02 02:33:16	26364	0.0	199	0	13
Delaware, US	39.3185	-75.5071	7869	297	3545	2020-05-19 02:32:23	7670	2.0	199	67	7
Michigan, US	43.3266	-84.5361	57731	5553	38099	2020-06-03 02:33:21	57532	0.0	199	0	37
Wisconsin, US	44.2685	-89.6165	10418	409	5176	2020-05-12 03:32:31	10219	1.0	199	162	9
Arizona, US	33.7298	-111.4312	16575	807	4204	2020-05-26 02:32:41	16377	1.0	198	72	6
Mississippi, US	32.7416	-89.6787	13458	635	9401	2020-05-26 02:32:41	13260	1.0	198	1720	10
New Mexico, US	34.8405	-106.2485	3411	123	734	2020-05-01 02:32:32	3213	6.0	198	29	11
Wisconsin, US	44.2685	-89.6165	12885	467	7371	2020-05-20 02:32:25	12687	1.0	198	585	8
Missouri, US	38.4561	-92.2884	5371	184		2020-04-17 23:30:52	5174	3.0	197	0	15
Kansas, US	38.5266	-96.7265	3473	126		2020-04-28 02:32:46	3277	5.0	196	0	5
Nebraska, US	41.1254	-98.2681	14101	170		2020-06-01 02:32:54	13905	1.0	196	0	0
Kentucky, US	37.6681	-84.6701	6129	294	2125	2020-05-08 02:32:36	5934	3.0	195	67	11
Nevada, US	38.3135	-117.0554	4734	206		2020-04-27 02:32:46	4539	4.0	195	0	1
Nevada, US	38.3135	-117.0554	5248	246	182	2020-05-02 02:32:31	5053	3.0	195	24	3
Utah, US	40.15	-111.8624	5919	61	2769	2020-05-09 02:32:39	5724	3.0	195	129	0
Alabama, US	32.3182	-86.9023	6026	209		2020-04-25 06:32:46	5832	3.0	194	0	7
Arizona, US	33.7298	-111.4312	20129	918	4869	2020-06-02 02:33:16	19936	0.0	193	108	11
District of Columbia, US	38.8974	-77.0268	5654	285	825	2020-05-08 02:32:36	5461	3.0	193	17	8
Mississippi, US	32.7416	-89.6787	5911	227		2020-04-27 02:32:46	5718	3.0	193	0	6
Missouri, US	38.4561	-92.2884	10959	594		2020-05-17 02:32:37	10766	1.0	193	0	13
Wisconsin, US	44.2685	-89.6165	10611	418	5371	2020-05-13 03:32:30	10418	1.0	193	195	9
Arkansas, US	34.9697	-92.3731	1973	41	749	2020-04-20 23:36:47	1781	10.0	192	28	2
Delaware, US	39.3185	-75.5071	8386	317	4130	2020-05-22 02:36:57	8194	2.0	192	165	7
Utah, US	40.15	-111.8624	7710	90	4423	2020-05-21 02:32:54	7518	2.0	192	240	2
Alabama, US	32.3182	-86.9023	5079	163		2020-04-20 23:36:47	4888	3.0	191	0	6
Arizona, US	33.7298	-111.4312	6725	275	1418	2020-04-28 02:32:46	6534	2.0	191	35	0
Connecticut, US	41.5978	-72.7554	39208	3583	6264	2020-05-22 02:36:57	39017	0.0	191	0	54
Iowa, US	42.0115	-93.2105	2332	64	1007	2020-04-17 23:30:52	2141	8.0	191	20	4
Arkansas, US	34.9697	-92.3731	7443	133	5401	2020-06-02 02:33:16	7253	2.0	190	126	0
District of Columbia, US	38.8974	-77.0268	2666	91	608	2020-04-18 22:32:47	2476	7.0	190	35	5
Missouri, US	38.4561	-92.2884	10594	566		2020-05-15 02:33:07	10404	1.0	190	0	15
Nevada, US	38.3135	-117.0554	4398	197		2020-04-25 06:32:46	4208	4.0	190	0	2
Utah, US	40.15	-111.8624	5175	50	2238	2020-05-04 02:32:32	4985	3.0	190	53	1
Iowa, US	42.0115	-93.2105	1899	49	741	2020-04-14 23:33:31	1710	11.0	189	0	8
Michigan, US	43.3266	-84.5361	43990	4139	15659	2020-05-05 02:32:38	43801	0.0	189	0	86
Arizona, US	33.7298	-111.4312	5256	208	1155	2020-04-21 23:40:34	5068	3.0	188	0	17
Rhode Island, US	41.6809	-71.5118	9477	320	565	2020-05-04 02:32:32	9289	2.0	188	34	24
Utah, US	40.15	-111.8624	6620	75	3406	2020-05-14 03:32:32	6432	2.0	188	139	2
Kansas, US	38.5266	-96.7265	3839	134	266	2020-04-30 02:32:31	3652	5.0	187	266	7
Kansas, US	38.5266	-96.7265	7705	189	422	2020-05-15 02:33:07	7518	2.0	187	0	1
Delaware, US	39.3185	-75.5071	2931	82	565	2020-04-21 23:40:34	2745	6.0	186	70	10
Delaware, US	39.3185	-75.5071	9422	361	5205	2020-05-31 02:32:52	9236	2.0	186	102	5
Kentucky, US	37.6681	-84.6701	2707	144	979	2020-04-18 22:32:47	2522	7.0	185	23	7
Missouri, US	38.4561	-92.2884	7120	283		2020-04-27 02:32:46	6935	2.0	185	0	2
Missouri, US	38.4561	-92.2884	7305	343		2020-04-28 02:32:46	7120	2.0	185	0	60
New Mexico, US	34.8405	-106.2485	5847	259	1671	2020-05-17 02:32:37	5662	3.0	185	95	6
Delaware, US	39.3185	-75.5071	4918	159	1403	2020-05-02 02:32:31	4734	3.0	184	128	7
Rhode Island, US	41.6809	-71.5118	14819	711	1225	2020-05-31 02:32:52	14635	1.0	184	19	18
Utah, US	40.15	-111.8624	6103	66	2901	2020-05-10 02:32:34	5919	3.0	184	132	5
Louisiana, US	31.1695	-91.8678	31600	2286	20316	2020-05-11 02:32:34	31417	0.0	183	0	19
Mississippi, US	32.7416	-89.6787	6094	229		2020-04-28 02:32:46	5911	3.0	183	0	2
Missouri, US	38.4561	-92.2884	12149	686		2020-05-25 02:32:50	11966	1.0	183	0	4
Nebraska, US	41.1254	-98.2681	1249	24		2020-04-18 22:32:47	1066	17.0	183	0	0
South Carolina, US	33.8569	-80.945	5253	166	3701	2020-04-26 02:32:45	5070	3.0	183	0	9
Utah, US	40.15	-111.8624	8057	93	4748	2020-05-23 02:32:47	7874	2.0	183	152	1
Mississippi, US	32.7416	-89.6787	10090	465	6268	2020-05-14 03:32:32	9908	1.0	182	0	8
North Carolina, US	35.6301	-79.8064	11770	434	0	2020-05-04 02:32:32	11588	1.0	182	0	3
Puerto Rico, US	18.2208	-66.5901	1757	95	0	2020-05-03 02:32:33	1575	11.0	182	0	1
Washington, US	47.4009	-121.4905	15185	834	0	2020-05-04 02:32:32	15003	1.0	182	0	4
Washington, US	47.4009	-121.4905	17512	974		2020-05-14 03:32:32	17330	1.0	182	0	12
Arkansas, US	34.9697	-92.3731	4759	98	3590	2020-05-18 02:32:26	4578	3.0	181	118	0
Iowa, US	42.0115	-93.2105	2513	74	1095	2020-04-18 22:32:47	2332	7.0	181	88	10
Kansas, US	38.5266	-96.7265	7886	193	443	2020-05-16 02:32:24	7705	2.0	181	21	4
Mississippi, US	32.7416	-89.6787	3974	152		2020-04-18 22:32:47	3793	4.0	181	0	12
New Mexico, US	34.8405	-106.2485	4031	156	832	2020-05-05 02:32:38	3850	4.0	181	20	5
Rhode Island, US	41.6809	-71.5118	12016	468	903	2020-05-15 02:33:07	11835	1.0	181	17	6
Nevada, US	38.3135	-117.0554	9309	436	522	2020-06-06 02:33:09	9129	1.0	180	10	6
New Mexico, US	34.8405	-106.2485	4673	181	1125	2020-05-09 02:32:39	4493	4.0	180	52	9
South Dakota, US	44.2998	-99.4388	1168	6	329	2020-04-15 22:56:51	988	18.0	180	68	0
Washington, US	47.4009	-121.4905	22157	1129		2020-06-03 02:33:21	21977	0.0	180	0	6
Connecticut, US	41.5978	-72.7554	42201	3944	7127	2020-06-01 02:32:54	42022	0.0	179	0	32
District of Columbia, US	38.8974	-77.0268	8717	462	1100	2020-05-31 02:32:52	8538	2.0	179	11	2
Kansas, US	38.5266	-96.7265	3652	127		2020-04-29 02:32:33	3473	5.0	179	0	1
South Dakota, US	44.2998	-99.4388	4356	50	3267	2020-05-23 02:32:47	4177	4.0	179	122	2
Mississippi, US	32.7416	-89.6787	4894	193		2020-04-22 23:40:26	4716	3.0	178	0	10
Missouri, US	38.4561	-92.2884	9911	494		2020-05-10 02:32:34	9733	1.0	178	0	11
Nevada, US	38.3135	-117.0554	9129	430	512	2020-06-05 02:33:15	8951	1.0	178	11	-1
Washington, US	47.4009	-121.4905	17951	991		2020-05-16 02:32:24	17773	1.0	178	0	8
Washington, US	47.4009	-121.4905	18611	1002		2020-05-19 02:32:23	18433	0.0	178	0	1
Wisconsin, US	44.2685	-89.6165	4053	206		2020-04-17 23:30:52	3875	4.0	178	0	9
Alabama, US	32.3182	-86.9023	4888	157		2020-04-19 23:41:01	4712	3.0	176	0	4
Alabama, US	32.3182	-86.9023	7088	272	0	2020-05-01 02:32:32	6912	2.0	176	0	16
Colorado, US	39.0598	-105.3111	19879	987	3076	2020-05-12 03:32:31	19703	0.0	176	53	16
Delaware, US	39.3185	-75.5071	6741	237	2802	2020-05-13 03:32:30	6565	2.0	176	183	12
Iowa, US	42.0115	-93.2105	3924	96	1492	2020-04-24 03:33:00	3748	4.0	176	64	6
Kansas, US	38.5266	-96.7265	3135	120		2020-04-26 02:32:45	2959	5.0	176	0	2
Kentucky, US	37.6681	-84.6701	6853	321	2335	2020-05-13 03:32:30	6677	2.0	176	27	10
Missouri, US	38.4561	-92.2884	6066	224		2020-04-21 23:40:34	5890	2.0	176	0	24
Rhode Island, US	41.6809	-71.5118	11450	430	841	2020-05-12 03:32:31	11274	1.0	176	32	8
Missouri, US	38.4561	-92.2884	9121	409		2020-05-06 02:32:35	8946	1.0	175	0	23
Rhode Island, US	41.6809	-71.5118	9652	341	601	2020-05-05 02:32:38	9477	1.0	175	36	21
Utah, US	40.15	-111.8624	4123	41	1568	2020-04-27 02:32:46	3948	4.0	175	169	0
Utah, US	40.15	-111.8624	4672	46	1939	2020-05-01 02:32:32	4497	3.0	175	149	1
Delaware, US	39.3185	-75.5071	7547	286	3367	2020-05-17 02:32:37	7373	2.0	174	157	15
Kentucky, US	37.6681	-84.6701	3378	185	1266	2020-04-22 23:40:26	3204	5.0	174	92	14
Kentucky, US	37.6681	-84.6701	4882	246	1675	2020-05-02 02:32:31	4708	3.0	174	7	6
Missouri, US	38.4561	-92.2884	14189	791		2020-06-04 02:33:23	14015	1.0	174	0	5
Nebraska, US	41.1254	-98.2681	1648	33		2020-04-20 23:36:47	1474	11.0	174	0	5
Mississippi, US	32.7416	-89.6787	9674	435	6268	2020-05-12 03:32:31	9501	1.0	173	1847	5
Mississippi, US	32.7416	-89.6787	11296	521	6268	2020-05-18 02:32:26	11123	1.0	173	0	11
Wisconsin, US	44.2685	-89.6165	18403	592	11646	2020-06-01 02:32:54	18230	0.0	173	308	4
Delaware, US	39.3185	-75.5071	6111	213	2288	2020-05-09 02:32:39	5939	2.0	172	178	11
Missouri, US	38.4561	-92.2884	10766	581		2020-05-16 02:32:24	10594	1.0	172	0	15
Alabama, US	32.3182	-86.9023	3734	99		2020-04-13 23:07:54	3563	4.0	171	0	6
District of Columbia, US	38.8974	-77.0268	3098	112	636	2020-04-21 23:40:34	2927	5.0	171	6	7
District of Columbia, US	38.8974	-77.0268	3699	165	652	2020-04-26 02:32:45	3528	4.0	171	1	12
District of Columbia, US	38.8974	-77.0268	7042	375	998	2020-05-17 02:32:37	6871	2.0	171	23	7
Kentucky, US	37.6681	-84.6701	4708	240	1668	2020-05-01 02:32:32	4537	3.0	171	51	6
Nebraska, US	41.1254	-98.2681	12134	147		2020-05-25 02:32:50	11963	1.0	171	0	0
Delaware, US	39.3185	-75.5071	5208	177	1640	2020-05-04 02:32:32	5038	3.0	170	94	9
District of Columbia, US	38.8974	-77.0268	6272	323	880	2020-05-11 02:32:34	6102	2.0	170	1	12
Kentucky, US	37.6681	-84.6701	4085	208	1501	2020-04-27 02:32:46	3915	4.0	170	160	3
Utah, US	40.15	-111.8624	3782	39	1252	2020-04-25 06:32:46	3612	4.0	170	202	4
Utah, US	40.15	-111.8624	7238	80	4075	2020-05-18 02:32:26	7068	2.0	170	179	2
Mississippi, US	32.7416	-89.6787	3793	140		2020-04-17 23:30:52	3624	4.0	169	0	11
New Mexico, US	34.8405	-106.2485	2379	78	547	2020-04-24 03:33:00	2210	7.0	169	18	7
Oklahoma, US	35.5653	-96.9289	5849	307	4533	2020-05-23 02:32:47	5680	2.0	169	172	3
Wisconsin, US	44.2685	-89.6165	6081	281		2020-04-28 02:32:46	5912	2.0	169	0	9
Delaware, US	39.3185	-75.5071	1926	43	277	2020-04-14 23:33:31	1758	9.0	168	64	2
Delaware, US	39.3185	-75.5071	8037	304	3760	2020-05-20 02:32:25	7869	2.0	168	215	7
Indiana, US	39.8494	-86.2583	8527	387		2020-04-14 23:33:31	8359	2.0	168	0	37
New York, US	42.1657	-74.9481	263460	20973	23887	2020-04-24 03:33:00	263292	0.0	168	0	1560
South Carolina, US	33.8569	-80.945	4099	116		2020-04-17 23:30:52	3931	4.0	168	0	5
Tennessee, US	35.7478	-86.6923	7238	152	3575	2020-04-20 23:36:47	7070	2.0	168	231	4
District of Columbia, US	38.8974	-77.0268	3528	153	651	2020-04-25 06:32:46	3361	4.0	167	3	14
Kansas, US	38.5266	-96.7265	2331	112		2020-04-22 23:40:26	2164	7.0	167	0	3
Utah, US	40.15	-111.8624	3612	35	1050	2020-04-24 03:33:00	3445	4.0	167	80	3
Delaware, US	39.3185	-75.5071	6277	221	2450	2020-05-10 02:32:34	6111	2.0	166	162	8
Utah, US	40.15	-111.8624	3948	41	1399	2020-04-26 02:32:45	3782	4.0	166	147	2
Wisconsin, US	44.2685	-89.6165	3721	183		2020-04-15 22:56:51	3555	4.0	166	0	13
Missouri, US	38.4561	-92.2884	12981	708		2020-05-29 02:32:58	12816	1.0	165	0	19
Rhode Island, US	41.6809	-71.5118	13736	579	1084	2020-05-23 02:32:47	13571	1.0	165	37	23
South Carolina, US	33.8569	-80.945	10788	470	6102	2020-05-29 02:32:58	10623	1.0	165	0	4
Washington, US	47.4009	-121.4905	13686	764		2020-04-28 02:32:46	13521	1.0	165	0	15
District of Columbia, US	38.8974	-77.0268	7434	400	1040	2020-05-20 02:32:25	7270	2.0	164	12	8
Missouri, US	38.4561	-92.2884	5743	199		2020-04-19 23:41:01	5579	2.0	164	0	2
New Hampshire, US	43.4525	-71.5639	2310	81	980	2020-05-02 02:32:31	2146	7.0	164	0	9
Puerto Rico, US	18.2208	-66.5901	1416	69		2020-04-24 03:33:00	1252	13.0	164	0	6
Rhode Island, US	41.6809	-71.5118	11614	444	863	2020-05-13 03:32:30	11450	1.0	164	22	14
South Carolina, US	33.8569	-80.945	7531	330	4120	2020-05-10 02:32:34	7367	2.0	164	304	10
Utah, US	40.15	-111.8624	6913	77	3719	2020-05-16 02:32:24	6749	2.0	164	153	2
Utah, US	40.15	-111.8624	7874	92	4596	2020-05-22 02:36:57	7710	2.0	164	173	2
Washington, US	47.4009	-121.4905	10799	530		2020-04-14 23:33:31	10635	1.0	164	0	17
Arizona, US	33.7298	-111.4312	3705	122		2020-04-13 23:07:54	3542	4.0	163	0	7
Arkansas, US	34.9697	-92.3731	5775	115	4029	2020-05-24 02:32:48	5612	2.0	163	0	2
Nevada, US	38.3135	-117.0554	6476	331	198	2020-05-14 03:32:32	6313	2.0	163	13	10
South Carolina, US	33.8569	-80.945	6258	256	3622	2020-05-02 02:32:31	6095	2.0	163	370	12
Alabama, US	32.3182	-86.9023	6912	256		2020-04-30 02:32:31	6750	2.0	162	0	14
Kansas, US	38.5266	-96.7265	6829	174	350	2020-05-10 02:32:34	6667	2.0	162	18	6
Kentucky, US	37.6681	-84.6701	2210	115	653	2020-04-15 22:56:51	2048	7.0	162	24	9
Kentucky, US	37.6681	-84.6701	4537	234	1617	2020-04-30 02:32:31	4375	3.0	162	96	9
South Carolina, US	33.8569	-80.945	3553	97		2020-04-14 23:33:31	3391	4.0	162	0	15
Delaware, US	39.3185	-75.5071	5939	202	2110	2020-05-08 02:32:36	5778	2.0	161	102	9
Mississippi, US	32.7416	-89.6787	2942	98		2020-04-13 23:07:54	2781	5.0	161	0	2
Missouri, US	38.4561	-92.2884	11689	668		2020-05-22 02:36:57	11528	1.0	161	0	28
Nevada, US	38.3135	-117.0554	6313	321	185	2020-05-13 03:32:30	6152	2.0	161	2	9
Puerto Rico, US	18.2208	-66.5901	3647	132		2020-05-30 02:32:55	3486	4.0	161	0	1
Washington, US	47.4009	-121.4905	18971	1037		2020-05-21 02:32:54	18811	0.0	160	0	6
Arizona, US	33.7298	-111.4312	11119	536	2775	2020-05-11 02:32:34	10960	1.0	159	91	4
Kentucky, US	37.6681	-84.6701	6288	298	2177	2020-05-09 02:32:39	6129	2.0	159	52	4
Nebraska, US	41.1254	-98.2681	3517	56		2020-04-29 02:32:33	3358	4.0	159	0	0
New Hampshire, US	43.4525	-71.5639	4651	245	2940	2020-06-01 02:32:54	4492	3.0	159	138	7
New Mexico, US	34.8405	-106.2485	5662	253	1576	2020-05-16 02:32:24	5503	2.0	159	61	11
South Carolina, US	33.8569	-80.945	8189	371	4914	2020-05-15 02:33:07	8030	1.0	159	-1903	9
Missouri, US	38.4561	-92.2884	7818	350	0	2020-05-01 02:32:32	7660	2.0	158	0	12
Nevada, US	38.3135	-117.0554	5630	265	185	2020-05-05 02:32:38	5472	2.0	158	3	7
New Mexico, US	34.8405	-106.2485	6096	270	1755	2020-05-19 02:32:23	5938	2.0	158	16	5
Tennessee, US	35.7478	-86.6923	14096	238	6783	2020-05-08 02:32:36	13938	1.0	158	219	-1
Delaware, US	39.3185	-75.5071	8194	310	3965	2020-05-21 02:32:54	8037	1.0	157	205	6
Missouri, US	38.4561	-92.2884	10068	503		2020-05-11 02:32:34	9911	1.0	157	0	9
Utah, US	40.15	-111.8624	4985	49	2185	2020-05-03 02:32:33	4828	3.0	157	123	3
Washington, US	47.4009	-121.4905	12753	711		2020-04-24 03:33:00	12596	1.0	157	0	25
Washington, US	47.4009	-121.4905	16388	905		2020-05-09 02:32:39	16231	0.0	157	0	14
Delaware, US	39.3185	-75.5071	8965	332	4693	2020-05-26 02:32:41	8809	1.0	156	95	6
Minnesota, US	45.6945	-93.9002	3602	272	1774	2020-04-27 02:32:46	3446	4.0	156	120	28
Nevada, US	38.3135	-117.0554	8858	417	464	2020-06-03 02:33:21	8702	1.0	156	5	0
Rhode Island, US	41.6809	-71.5118	12951	532	1023	2020-05-20 02:32:25	12795	1.0	156	11	26
South Carolina, US	33.8569	-80.945	4917	150	3317	2020-04-24 03:33:00	4761	3.0	156	0	10
Tennessee, US	35.7478	-86.6923	7394	157	3828	2020-04-21 23:40:34	7238	2.0	156	253	5
Utah, US	40.15	-111.8624	4828	46	2062	2020-05-02 02:32:31	4672	3.0	156	123	0
Washington, US	47.4009	-121.4905	13842	786		2020-04-29 02:32:33	13686	1.0	156	0	22
Arizona, US	33.7298	-111.4312	3964	142	385	2020-04-15 22:56:51	3809	4.0	155	136	11
District of Columbia, US	38.8974	-77.0268	3361	139	648	2020-04-24 03:33:00	3206	4.0	155	3	12
Minnesota, US	45.6945	-93.9002	2722	179	1317	2020-04-22 23:40:26	2567	6.0	155	63	19
New Mexico, US	34.8405	-106.2485	6472	294	1985	2020-05-22 02:36:57	6317	2.0	155	103	11
Oklahoma, US	35.5653	-96.9289	6573	334	5511	2020-06-02 02:33:16	6418	2.0	155	19	0
South Carolina, US	33.8569	-80.945	8816	385	5076	2020-05-18 02:32:26	8661	1.0	155	0	5
Utah, US	40.15	-111.8624	7068	78	3896	2020-05-17 02:32:37	6913	2.0	155	177	1
Arkansas, US	34.9697	-92.3731	5612	113	4029	2020-05-23 02:32:47	5458	2.0	154	114	3
District of Columbia, US	38.8974	-77.0268	5170	258	666	2020-05-05 02:32:38	5016	3.0	154	0	7
Kansas, US	38.5266	-96.7265	8507	202	473	2020-05-21 02:32:54	8353	1.0	154	8	3
Kentucky, US	37.6681	-84.6701	3204	171	1174	2020-04-21 23:40:34	3050	5.0	154	0	17
Nevada, US	38.3135	-117.0554	2990	114		2020-04-13 23:07:54	2836	5.0	154	0	2
Wisconsin, US	44.2685	-89.6165	3875	197		2020-04-16 23:30:51	3721	4.0	154	0	14
District of Columbia, US	38.8974	-77.0268	2350	81	552	2020-04-16 23:30:51	2197	6.0	153	22	9
New Mexico, US	34.8405	-106.2485	4291	169	964	2020-05-07 02:32:32	4138	3.0	153	122	7
New Mexico, US	34.8405	-106.2485	6625	302	2041	2020-05-23 02:32:47	6472	2.0	153	56	8
South Carolina, US	33.8569	-80.945	5070	157	3701	2020-04-25 06:32:46	4917	3.0	153	384	7
Wisconsin, US	44.2685	-89.6165	4499	230		2020-04-20 23:36:47	4346	3.0	153	0	10
District of Columbia, US	38.8974	-77.0268	5322	264	667	2020-05-06 02:32:35	5170	2.0	152	1	6
District of Columbia, US	38.8974	-77.0268	6736	358	966	2020-05-15 02:33:07	6584	2.0	152	32	8
Kentucky, US	37.6681	-84.6701	6440	304	2266	2020-05-10 02:32:34	6288	2.0	152	89	6
Missouri, US	38.4561	-92.2884	9733	483		2020-05-09 02:32:39	9581	1.0	152	0	34
New Mexico, US	34.8405	-106.2485	5364	231	1434	2020-05-14 03:32:32	5212	2.0	152	134	12
Utah, US	40.15	-111.8624	3069	27	679	2020-04-19 23:41:01	2917	5.0	152	114	2
Utah, US	40.15	-111.8624	4497	45	1790	2020-04-30 02:32:31	4345	3.0	152	86	4
Arkansas, US	34.9697	-92.3731	6180	119	4332	2020-05-27 02:32:37	6029	2.0	151	83	2
Missouri, US	38.4561	-92.2884	11393	631		2020-05-20 02:32:25	11242	1.0	151	0	20
Delaware, US	39.3185	-75.5071	7373	271	3210	2020-05-16 02:32:24	7223	2.0	150	130	11
Oklahoma, US	35.5653	-96.9289	5237	288	3945	2020-05-17 02:32:37	5087	2.0	150	144	3
Missouri, US	38.4561	-92.2884	11108	600		2020-05-18 02:32:26	10959	1.0	149	0	6
New Mexico, US	34.8405	-106.2485	2974	105	666	2020-04-29 02:32:33	2825	5.0	149	16	6
South Carolina, US	33.8569	-80.945	4248	119	2633	2020-04-18 22:32:47	4099	3.0	149	2633	3
Connecticut, US	41.5978	-72.7554	43239	4007	7284	2020-06-05 02:33:15	43091	0.0	148	-227	18
New Hampshire, US	43.4525	-71.5639	1287	37	455	2020-04-17 23:30:52	1139	12.0	148	90	5
Oklahoma, US	35.5653	-96.9289	5680	304	4361	2020-05-22 02:36:57	5532	2.0	148	95	5
Utah, US	40.15	-111.8624	3445	32	970	2020-04-22 23:40:26	3297	4.0	148	82	0
